date,open,high,low,close,volume,tic,day
2024-10-04,20.479999542236328,20.479999542236328,18.479999542236328,19.209999084472656,0,^VIX,4
2024-10-07,20.760000228881836,23.030000686645508,20.649999618530273,22.639999389648438,0,^VIX,0
2024-10-08,22.920000076293945,23.139999389648438,21.139999389648438,21.420000076293945,0,^VIX,1
2024-10-09,21.979999542236328,22.010000228881836,20.709999084472656,20.860000610351562,0,^VIX,2
2024-10-10,20.90999984741211,21.389999389648438,20.639999389648438,20.93000030517578,0,^VIX,3
2024-10-11,20.8700008392334,21.15999984741211,20.139999389648438,20.459999084472656,0,^VIX,4
2024-10-14,20.860000610351562,20.860000610351562,19.690000534057617,19.700000762939453,0,^VIX,0
2024-10-15,19.610000610351562,20.889999389648438,19.440000534057617,20.639999389648438,0,^VIX,1
2024-10-16,20.770000457763672,21.010000228881836,19.450000762939453,19.579999923706055,0,^VIX,2
2024-10-17,19.549999237060547,19.649999618530273,18.8799991607666,19.110000610351562,0,^VIX,3
2024-10-18,19.299999237060547,19.31999969482422,17.989999771118164,18.030000686645508,0,^VIX,4
2024-10-21,18.780000686645508,19.34000015258789,18.360000610351562,18.3700008392334,0,^VIX,0
2024-10-22,18.790000915527344,19.440000534057617,18.049999237060547,18.200000762939453,0,^VIX,1
2024-10-23,18.209999084472656,20.469999313354492,18.18000030517578,19.239999771118164,0,^VIX,2
2024-10-24,18.8700008392334,20.239999771118164,18.6299991607666,19.079999923706055,0,^VIX,3
2024-10-25,19.219999313354492,20.510000228881836,18.229999542236328,20.329999923706055,0,^VIX,4
2024-10-28,19.110000610351562,19.8799991607666,18.90999984741211,19.799999237060547,0,^VIX,0
2024-10-29,19.75,20.530000686645508,19.059999465942383,19.34000015258789,0,^VIX,1
2024-10-30,19.329999923706055,20.440000534057617,19.299999237060547,20.350000381469727,0,^VIX,2
2024-10-31,21.440000534057617,23.420000076293945,21.1200008392334,23.15999984741211,0,^VIX,3
2024-11-01,22.959999084472656,23.09000015258789,21.15999984741211,21.8799991607666,0,^VIX,4
2024-11-04,22.5,23.06999969482422,21.729999542236328,21.979999542236328,0,^VIX,0
2024-11-05,21.979999542236328,22.059999465942383,20.200000762939453,20.489999771118164,0,^VIX,1
2024-11-06,16.059999465942383,16.81999969482422,15.4399995803833,16.270000457763672,0,^VIX,2
2024-11-07,15.859999656677246,15.859999656677246,15.130000114440918,15.199999809265137,0,^VIX,3
2024-11-08,15.130000114440918,15.329999923706055,14.65999984741211,14.9399995803833,0,^VIX,4
2024-11-11,15.329999923706055,15.5600004196167,14.890000343322754,14.970000267028809,0,^VIX,0
2024-11-12,15.09000015258789,15.369999885559082,14.6899995803833,14.710000038146973,0,^VIX,1
2024-11-13,15.09000015258789,15.260000228881836,13.770000457763672,14.020000457763672,0,^VIX,2
2024-11-14,14.170000076293945,14.319999694824219,13.59000015258789,14.3100004196167,0,^VIX,3
2024-11-15,15.020000457763672,17.549999237060547,14.5600004196167,16.139999389648438,0,^VIX,4
2024-11-18,16.600000381469727,17.0,15.350000381469727,15.579999923706055,0,^VIX,0
2024-11-19,15.4399995803833,17.93000030517578,15.369999885559082,16.350000381469727,0,^VIX,1
2024-11-20,16.190000534057617,18.790000915527344,16.040000915527344,17.15999984741211,0,^VIX,2
2024-11-21,17.100000381469727,17.989999771118164,15.729999542236328,16.8700008392334,0,^VIX,3
2024-11-22,16.670000076293945,17.559999465942383,15.239999771118164,15.239999771118164,0,^VIX,4
2024-11-25,15.229999542236328,15.720000267028809,14.539999961853027,14.600000381469727,0,^VIX,0
2024-11-26,14.949999809265137,15.029999732971191,13.880000114440918,14.100000381469727,0,^VIX,1
2024-11-27,14.279999732971191,15.130000114440918,13.960000038146973,14.100000381469727,0,^VIX,2
2024-11-29,14.0,14.149999618530273,13.489999771118164,13.510000228881836,0,^VIX,4
2024-12-02,14.079999923706055,14.100000381469727,13.300000190734863,13.34000015258789,0,^VIX,0
2024-12-03,13.380000114440918,13.770000457763672,13.1899995803833,13.300000190734863,0,^VIX,1
2024-12-04,13.15999984741211,13.609999656677246,12.890000343322754,13.449999809265137,0,^VIX,2
2024-12-05,13.460000038146973,13.699999809265137,13.260000228881836,13.539999961853027,0,^VIX,3
2024-12-06,13.619999885559082,13.739999771118164,12.699999809265137,12.770000457763672,0,^VIX,4
2024-12-09,13.359999656677246,14.229999542236328,13.350000381469727,14.1899995803833,0,^VIX,0
2024-12-10,14.300000190734863,14.539999961853027,13.859999656677246,14.180000305175781,0,^VIX,1
2024-12-11,14.420000076293945,14.430000305175781,13.520000457763672,13.579999923706055,0,^VIX,2
2024-12-12,13.729999542236328,13.949999809265137,13.390000343322754,13.920000076293945,0,^VIX,3
2024-12-13,13.569999694824219,14.25,13.239999771118164,13.8100004196167,0,^VIX,4
2024-12-16,14.369999885559082,14.6899995803833,13.989999771118164,14.6899995803833,0,^VIX,0
2024-12-17,14.979999542236328,15.9399995803833,14.779999732971191,15.869999885559082,0,^VIX,1
2024-12-18,15.569999694824219,28.31999969482422,14.819999694824219,27.6200008392334,0,^VIX,2
2024-12-19,21.610000610351562,24.1200008392334,20.15999984741211,24.09000015258789,0,^VIX,3
2024-12-20,24.139999389648438,26.510000228881836,17.81999969482422,18.360000610351562,0,^VIX,4
2024-12-23,18.09000015258789,20.020000457763672,16.739999771118164,16.780000686645508,0,^VIX,0
2024-12-24,16.969999313354492,17.040000915527344,14.270000457763672,14.270000457763672,0,^VIX,1
2024-12-26,14.989999771118164,15.930000305175781,14.550000190734863,14.729999542236328,0,^VIX,3
2024-12-27,15.380000114440918,18.450000762939453,15.289999961853027,15.949999809265137,0,^VIX,4
